STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/3/12,,,66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/4/12,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/5/12,0.28,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/6/12,0.94,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/7/12,0.31,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/8/12,0,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/9/12,,,67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/10/12,,,67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/11/12,0.35,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/12/12,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/13/12,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/14/12,,,66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/15/12,0.39,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/16/12,0.24,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/18/12,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/19/12,,,66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/20/12,0.39,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/21/12,0.02,",,S",68,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/22/12,0.16,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/23/12,0.08,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/24/12,0.01,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/25/12,0.16,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/26/12,0.63,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/27/12,0.01,",,S",67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/28/12,0.02,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/29/12,0.12,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,11/30/12,0.03,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/1/12,0,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/2/12,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/3/12,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/4/12,,,62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/5/12,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/7/12,,,66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/8/12,0.04,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/9/12,0,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/10/12,0.39,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/11/12,0.02,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/12/12,0.39,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/13/12,1.34,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/14/12,0.01,",,S",67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/15/12,0.01,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/17/12,,,68,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/18/12,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/19/12,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/20/12,0.51,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/21/12,0.16,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/22/12,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/23/12,0.12,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/24/12,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/25/12,0.03,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/27/12,0.12,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/28/12,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/29/12,0.04,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/30/12,0.04,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,12/31/12,0.04,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/1/13,0.08,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/2/13,0.08,",,S",59,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/3/13,0.39,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/4/13,0.28,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/5/13,0.08,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/6/13,0.08,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/7/13,0.12,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/8/13,0.03,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/9/13,0.28,",,S",59,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/10/13,0.31,",,S",59,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/11/13,0.24,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/12/13,0.03,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/13/13,0.04,",,S",67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/14/13,0.04,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/15/13,0.08,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/17/13,0.08,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/18/13,0.12,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/19/13,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/20/13,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/21/13,0.01,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/22/13,0.2,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/23/13,0.31,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/24/13,0.16,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/26/13,0.43,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/27/13,0.16,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/28/13,0.24,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/29/13,0.24,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/30/13,0.03,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,1/31/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/1/13,0.08,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/2/13,0.02,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/3/13,0.2,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/4/13,0.94,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/5/13,1.02,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/6/13,0.01,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/7/13,0.02,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/8/13,0.98,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/9/13,0.08,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/10/13,,,63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/11/13,0.39,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/12/13,0.08,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/13/13,0.03,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/14/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/15/13,0.04,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/16/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/17/13,,,63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/18/13,0.01,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/19/13,0.16,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/20/13,0.01,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/21/13,0,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/22/13,0.04,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/23/13,0.2,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/24/13,0,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/25/13,0.04,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/26/13,0.12,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/27/13,2.52,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,2/28/13,0.31,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/1/13,0.08,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/2/13,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/3/13,0.12,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/4/13,0.03,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/5/13,0.24,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/6/13,0.02,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/7/13,0,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/8/13,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/9/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/10/13,0.02,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/11/13,0.02,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/12/13,0.08,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/13/13,0.03,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/14/13,0.2,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/15/13,0.01,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/16/13,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/17/13,0.16,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/18/13,0.24,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/19/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/20/13,0.2,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/21/13,0.02,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/23/13,0.08,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/24/13,0.02,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/25/13,0,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/26/13,0.04,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/27/13,0.08,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/28/13,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/29/13,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/30/13,,,63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,3/31/13,0,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/1/13,0.01,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/2/13,0.08,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/3/13,0.16,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/4/13,0,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/5/13,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/6/13,,,68,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/7/13,0.08,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/8/13,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/9/13,0.04,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/10/13,0,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/11/13,,,66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/12/13,0,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/13/13,0.08,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/14/13,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/15/13,0.04,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/16/13,0.04,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/17/13,0.02,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/18/13,0.01,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/19/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/20/13,0.08,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/21/13,0,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/22/13,,,62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/23/13,0.08,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/24/13,0,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/25/13,,,63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/26/13,,,63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/27/13,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/28/13,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/29/13,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,4/30/13,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/1/13,0.01,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/2/13,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/3/13,0,",,S",68,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/4/13,,,72,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/5/13,,,67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/6/13,0.47,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/7/13,1.02,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/8/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/9/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/10/13,0.01,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/11/13,0.39,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/12/13,0.2,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/13/13,0.02,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/14/13,0.39,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/15/13,0.16,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/16/13,0.12,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/17/13,0.03,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/18/13,0.16,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/19/13,0.01,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/20/13,0.02,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/21/13,0.2,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/22/13,0,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/23/13,,,62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/24/13,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/25/13,0,",,S",65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/26/13,0.04,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/27/13,0,",,S",66,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/28/13,,,67,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/30/13,0.12,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,5/31/13,1.54,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/2/13,0,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/3/13,0.04,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/4/13,0.28,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/5/13,0.08,",,S",59,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/6/13,0,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/7/13,0.04,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/8/13,0.16,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/9/13,0.24,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/10/13,0.47,",,S",59,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/11/13,0.28,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/13/13,0.08,",,S",62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/14/13,0.02,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/16/13,,,61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/21/13,0.12,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/22/13,0,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/23/13,0.01,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/25/13,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/26/13,,,62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/27/13,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/28/13,,,64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/29/13,0.01,",,S",63,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,6/30/13,0.2,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/1/13,0.31,",,S",60,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/2/13,0,",,S",64,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/3/13,,,62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/4/13,,,65,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/5/13,,,62,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/6/13,0.08,",,S",58,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/7/13,0.71,",,S",59,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/8/13,0.59,",,S",58,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/9/13,0.94,",,S",58,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/10/13,0.16,",,S",58,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/11/13,0,",,S",58,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/12/13,0.08,",,S",61,"H,,S"
ECM00084270,"LOJA LA ARGELIA, EC",-4.033,-79.2,2160,7/13/13,0.12,",,S",60,"H,,S"
