,year,month,day,level_3,Title,Date,Price
336,2008,7,7,Title,Coke to invest additional US$250 million in India ,7/7/08,1.4485
337,2008,7,8,Title,Vietnam coffee sales freeze as local prices follow downtrend ,7/8/08,1.375
338,2008,7,9,Title,"Major UK campaign to raise Gold Top's profile Milk product prices, July 9 Kenya pays $3.8m owed to coffee farmers ",7/9/08,1.3488
339,2008,7,10,Title,Coke's Indian investment ICO raises estimate of 2008/09 global coffee output Mexico sees decline in June coffee exports ,7/10/08,1.3371
340,2008,7,13,Title,Coffee shipments fall Higher coffee figures Charts Better weather in Brazil weakens coffee values Vietnam progresses after WTO accession Kenya releases money owed to coffee farmers Local price falls put freeze on Vietnam sales ,7/13/08,1.3371
341,2008,7,14,Title,Starbucks ventures into smoothies ,7/14/08,1.359
342,2008,7,15,Title,Kenyan coffee output to jump this season says trade report Brazil doubled roast and ground coffee exports says official ,7/15/08,1.3586
343,2008,7,16,Title,"Import duties fall on EU goods Cameroon cocoa exports continue to rise say officials Milk product prices, July 16 FO Licht predicts large global 2008/09 coffee harvest ",7/16/08,1.3461
344,2008,7,17,Title,What happens if the bubble in cocoa pops? Farmers flock back to Kenyan coffee sector Brazil finds new niche in value added products Canola values follow slumps in soya complex weather CHARTS Zimbabwe's macadamia nut industry slides into collapse Ugandan coffee outlook viewed as bleak Cameroon records increase in cocoa exports ,7/17/08,1.3454
345,2008,7,21,Title,Indonesia will look to Vietnam for coffee imports says official Colombian coffee exports and output dip in June ,7/21/08,1.3131
346,2008,7,22,Title,India could see coffee output fall next season says official ,7/22/08,1.3102
347,2008,7,23,Title,"UK Fairtrade pioneer moves into fruit juices and purees Milk product prices, July 23 ",7/23/08,1.3115
348,2008,7,24,Title,Ivory Coast to spray cocoa trees to increase output ,7/24/08,1.2944
349,2008,7,25,Title,Burundi sees substantial rise in tea export earnings ,7/25/08,1.2915
350,2008,7,27,Title,People and places Brazil's crop prevents arabica rise Dryness puts Indian coffee exports in jeopardy Indonesia resorts to buying beans from rival ,7/27/08,1.2915
351,2008,8,17,Title,Mexican coffee dive Amazingly high fertiliser costs harm coffee hopes Encouraging signs for Indian futures sector Weather ,8/17/08,1.2915
352,2008,8,18,Title,Red Bull associated with risk of heart disease Agreement reached to end Colombian truck strike ,8/18/08,1.2869
353,2008,8,19,Title,Retail contract loss forces switch to powder production Ivorian cocoa merchants fear main crop export disruption ,8/19/08,1.2951
354,2008,8,20,Title,"Retail contract loss forces Skånemejerier switch to powder Milk product prices, 20 August Central and South American coffee exports increase in July India to launch coffee replanting programme ",8/20/08,1.3044
355,2008,8,21,Title,Cameroon produced record cocoa crop last season ,8/21/08,1.3216
356,2008,8,22,Title,Ivorian cocoa prices rise as new crop beans appear Mexico expects new season coffee exports to increase ,8/22/08,1.345
357,2008,8,24,Title,General fall takes steam out of sugar market Charts Grinding out the maximum profitability More coffee exported False start to Brazilian coffee crop Colombian truckers agree to end strike action Officials deny main crop damage India to invest in crop replanting scheme ,8/24/08,1.345
358,2008,8,26,Title,Vietnam expects August coffee exports to rise by a third ,8/26/08,1.3365
359,2008,8,27,Title,"Milk product prices, August 27 Indonesia sees higher coffee arrivals ahead of Ramadan ",8/27/08,1.3617
360,2008,8,28,Title,Peru expects to increase coffee export revenue this year ,8/28/08,1.3909
361,2008,8,29,Title,Gustav threatens to batter crops in Jamaica and US ASEAN grouping and India reach free trade agreement ,8/29/08,1.3844
362,2008,8,31,Title,Ramadan encourages Indonesian coffee sales Nigerian cocoa exports leap in second quarter Vietnam predicts August exports up by a third Coffee exports boost TataTea unit looks at openings in Ethiopia People and places Decent supply adds to canola's weaker tone Weather Indian coffee fall Peru exploits high coffee prices with record crop ,8/31/08,1.3844
363,2008,9,1,Title,Bottled water and fruit drinks grow strongly in India Indian coffee exports rise in January to August period ,9/1/08,1.3844
364,2008,9,2,Title,India signs International Coffee Agreement as deadline passes Coffee shipments from Central America fell in August ,9/2/08,1.3726
365,2008,9,3,Title,"Milk product prices, September 3 Colombia aims to boost coffee output by a third Rise in local demand maintains Ethiopia's need to import sugar ",9/3/08,1.3579
366,2008,9,4,Title,Water and fruit drinks drive growth in Indian beverages ,9/4/08,1.3608
367,2008,9,5,Title,Brazil to subsidise arabica producers this season Indonesian coffee exports double in first seven months of year ,9/5/08,1.3751
368,2008,9,7,Title,Trade admits to cocoa disease loss Sumatra plunders its coffee carryover stocks Coffee revenue boost Trading briefs Rain in corn belt adds to commodity weakness Weak August upsets Central America's pace Six sign in last minute ICA flurry ,9/7/08,1.3751
369,2008,9,8,Title,Brazil's southeast coffee crop seen 10% to 15% lower New crop Vietnamese coffee trades in European market NMCE ready to relaunch coffee futures to market tomorrow World Bank urges Ivory Coast to totally overhaul cocoa sector ,9/8/08,1.3619
370,2008,9,9,Title,Vietnam aims to boost domestic coffee consumption ,9/9/08,1.3524
371,2008,9,10,Title,"Nestle plans to help Philippines reach coffee self sufficiency Milk product prices, September 10 India's plantation sector urges relief from Minimum Wages Act Ivorian strike starts to intensfiy and could upset cocoa exports ",9/10/08,1.3275
372,2008,9,11,Title,Hurricane Ike damages Cuban sugarcane crop ,9/11/08,1.3235
373,2008,9,12,Title,"ICO raises estimate for 2008/09 world coffee production Vietnam's Agribank gives coffee sector major support Japan's commodity futures regulator wants TGE merger Ivorian strike continues into eighth day, slowing cocoa exports Cuba scrambles to save coffee crop ravaged by Hurricane Ike ",9/12/08,1.3029
374,2008,9,14,Title,Nestle expands in Philippines Ike hits Cuban coffee Economic fears compound weak soya situation Charts Weather Worsening Ivorian pay strike risks exports Ghana price targets smugglers Brazil reveals support scheme for arabica price Early Vietnamese bean prices highly attractive ,9/14/08,1.3029
375,2008,9,15,Title,Taiwan bans imports as Chinese baby milk scare worsens Houston coffee warehouses unscathed by Hurricane Ike Olam diversifies into sugar and wheat sectors in Nigeria ,9/15/08,1.3082
376,2008,9,16,Title,Unilever to make Starbucks ice cream Lehman tries to pass on US derivatives unit but suspended in Europe ,9/16/08,1.3001
377,2008,9,17,Title,"Kraft to focus on ten countries, ten brands Unilever to develop Starbucks ice cream Vietnamese bank injects credit into coffee sector Milk product prices, September 17 ICO raises 2008/09 global coffee production forecast Colombian coffee output and exports decline in August ",9/17/08,1.2641
378,2008,9,19,Title,Vietnam expects to boost cocoa production and export ,9/19/08,1.2431
379,2008,9,21,Title,Global financial upheaval batters commodities as speculators flee Ivory Coast will opt for single cocoa regulator ICO hikes its view of global coffee production Vietnam's coffee sector gets much needed credit People and places Canola drops but may spur better demand Japanese association wants merger of commodity exchanges Trading briefs ,9/21/08,1.2431
380,2008,9,22,Title,Vietnam approves coffee industry development plan Ethiopia ready to launch coffee trading platform next month Ivorian cocoa strike could impact prices in new season ICE Futures US raises block trading surcharges by two-thirds ,9/22/08,1.2567
381,2008,9,23,Title,Dubai carving itself a position as commodities trading hub Ivory Coast confirms establishment of single cocoa committee Ncdex extends trading times to reflect daylight saving hours ,9/23/08,1.2803
382,2008,9,24,Title,"Peru seeks to expand organic farming Milk product prices, 24 September ",9/24/08,1.2837
383,2008,9,28,Title,Coffee exports slump Coffee exports leap Weather Charts Hurricane damage spurs rise in corn values Vietnam approves new coffee plan to 2015 Concern grows as strike goes on People and places Dubai emerges as commodity trading hub Trading briefs ,9/28/08,1.2837
384,2008,9,29,Title,World coffee production could be hit by lack of finances Economic crisis unlikely to hurt coffee demand says official ,9/29/08,1.2746
385,2008,10,1,Title,"Milk product prices, October 1 India sees rise in coffee exports up to September ",10/1/08,1.2388
386,2008,10,2,Title,Coffee harvest may be shortened in Vietnam to cut costs Central American coffee shipments rise in 2007/08 Japan's coffee supplies rise in August ,10/2/08,1.2251
387,2008,10,3,Title,Guatemalan farmers tempted back to cardamom Coffee values slump to lowest level since last year Industry analyst sees new year coffee market as stable ,10/3/08,1.1966
388,2008,10,5,Title,CenAm coffee year Indian coffee exports people and places Economic turmoil pressures soya downwards Vietnam may trim coffee harvest to cut costs Coffee drinking robust in face of economic woes ICO flags up stretched finances ,10/5/08,1.1966
389,2008,10,6,Title,Uganda increased coffee exports by 19% last year Nestle expects to hit targets in face of weak consumer demand ,10/6/08,1.1658
390,2008,10,7,Title,Trade has few concerns with modified Liffe robusta contract ,10/7/08,1.1103
391,2008,10,8,Title,"FDA issues interim safety results of melamine in food Milk product prices, October 8 Dubai group committed to raising global tea consumption Carcinogenic toxin found in South Korean coffee Mexican coffee exports declined last season Africa still important despite diminishing role in commodity trade ",10/8/08,1.1322
392,2008,10,9,Title,Kenya anticipating boost in coffee production ,10/9/08,1.1024
393,2008,10,10,Title,ICE tweaks softs trading times to reflect global changes Fall in coffee production expected in Colombia Guatemala coffee shipments up in 2007/08 season ,10/10/08,1.1194
394,2008,10,12,Title,Good weather raises coffee production hopes ,10/12/08,1.1194
395,2008,10,26,Title,Vietnam coffee sales ,10/26/08,1.1194
396,2008,10,27,Title,Colombian coffee production dips in September ,10/27/08,1.0373
397,2008,10,28,Title,Philippines aims to stop importing coffee by 2015 ,10/28/08,1.0221
398,2008,10,29,Title,"Indian coffee harvesting may start a month early Milk product prices, October 29 ",10/29/08,1.0432
399,2008,10,30,Title,Nutty bars on sale Exotic blend roll-out Indonesian coffee exporters selling at premium to London Kenya expects $500m biofuels investment in two years ,10/30/08,1.079
400,2008,11,2,Title,Coffee shipments rise Charts Relative calm helps soya rise on bullish report Indonesia seeks first premium for coffee in years Philippines wants to grow more coffee for itself Coffee harvest gets under way early in India Cameroon gets season going with sales rise ,11/2/08,1.079
401,2008,11,3,Title,Sara Lee commits to 30% more sustainable coffee in 2009 Slowing pace of Indian coffee exports gives rise to concern Ivory Coast cocoa strike meeting fails to reach deal ,11/3/08,1.0221
402,2008,11,4,Title,Indonesia bank seizes coffee beans after exporter defaults India predicts strong rise in tea exports this year ,11/4/08,1.0881
403,2008,11,5,Title,"Milk product prices, November 5 Uganda launches big coffee replanting drive ",11/5/08,1.1191
404,2008,11,6,Title,Coffee exports from Guatemala fall in October ,11/6/08,1.1327
405,2008,11,7,Title,Brazil's October coffee shipments increase ,11/7/08,1.0946
406,2008,11,9,Title,Brazil coffee crop Coffee stocks lower Coffee beans seized Canadian dollar strength undermines canola Uganda targets major rise in coffee plantings Indian coffee growth wavers India anticipates substantial rise in tea exports for this year ,11/9/08,1.0946
407,2008,11,10,Title,Kenyan coffee production could exceed estimate this season Indian coffee output may be down on earlier estimates ,11/10/08,1.0847
408,2008,11,11,Title,Financial crisis could hit coffee demand in emerging markets Burundi tea prices decline in October due to ample supplies ,11/11/08,1.1
409,2008,11,12,Title,"Milk product prices, November 12 ",11/12/08,1.0912
410,2008,11,13,Title,Huge potential for Jamaica's pimento oil industry Mexico and El Salvador see decline in October coffee exports Vietnam coffee output will be higher than estimates ,11/13/08,1.0865
411,2008,11,14,Title,Barry Callebaut buys Cameroon cocoa beans for grinding Blanket US ban on Chinese milk composite products ,11/14/08,1.0764
412,2008,11,16,Title,Coffee revenues fall Fund selling amid strong dollar knocks coffee Vietnam boosts coffee exports to record levels Record production potential puts world coffee market on back foot Indian output could be lower than estimated Colombia optimistic over demand Jamaica holds untapped pimento oil potential ,11/16/08,1.0764
413,2008,11,17,Title,Nicaragua expects decline in coffee output this year Brazil coffee crop forecast at 37m bags in 2009/10 season ,11/17/08,1.0772
414,2008,11,18,Title,Nut growers lead call to save research station Kenya sets target for future coffee production growth ,11/18/08,1.0717
415,2008,11,19,Title,"Blanket US ban on milk composite products Milk product prices, November 19 ",11/19/08,1.0688
416,2008,11,20,Title,Research in jeopardy ICE Futures US makes changes to electronic trading times NMCE refreshes two more contracts/eyes arabica launch ,11/20/08,1.0827
417,2008,11,21,Title,USDA forecasts bumper Vietnam coffee crop Indian coffee industry body lowers official crop forecast ,11/21/08,1.0409
418,2008,11,23,Title,Brazilian coffee crop Charts Diversity vital to Olam success Kenya aims to more than double production Massive increase in Sumatran coffee exports People and places Profit-taking makes cocoa gains short-lived ,11/23/08,1.0409
419,2008,11,24,Title,Colombian coffee leader proposes takeover of Starbucks Tanzania earns less for its arabica despite tighter supply Vietnam anticipates major decline in monthly coffee shipments ,11/24/08,1.0376
420,2008,11,25,Title,USDA seeks comment on deregulation of transgenic maize Vietnam coffee prices expected to firm due to forecast floods Heavy rains threaten to damage Panama's gourmet coffee crop ,11/25/08,1.0624
421,2008,11,26,Title,"Milk product prices, November 11 ",11/26/08,1.0677
422,2008,11,27,Title,Honduran coffee output expected to increase ,11/27/08,1.0677
423,2008,11,28,Title,Central government stymies cashew plan Ethiopian coffee auctions end to enable transition to exchange ,11/28/08,1.1068
424,2008,11,30,Title,USDA makes new Vietnam figure Untimely rains trim Indian coffee output by 5% Cameroon's cocoa exports start season well Kenyan coffee rise Better weather pushes corn downwards Charts Honduran coffee rise ,11/30/08,1.1068
425,2008,12,1,Title,EU grant to help Kenya improve its coffee sector Marginal rise in India coffee exports to November ,12/1/08,1.1068
426,2008,12,2,Title,Vietnam coffee growers urged to maintain acreage Drop in Honduran coffee shipments last month ,12/2/08,1.0589
427,2008,12,3,Title,"Milk product prices, December 3 Vietnamese coffee exports likely to decline this year ",12/3/08,1.0515
428,2008,12,4,Title,Indian initiative stymied ,12/4/08,1.042
429,2008,12,5,Title,Ugandan coffee export up by a third last month ,12/5/08,1.0101
430,2008,12,7,Title,South American rains amplify weak soya tone Index limps to lowest in six years as global recession starts to pinch Kenya gets funds to improve coffee prospects Lower output may hit wavering Indian exports Ethiopia puts coffee on new exchange Burundi coffee hit Lower coffee exports UCDA sees sales gain Charts ,12/7/08,1.0101
431,2008,12,8,Title,ICO increases world coffee output estimate for 2008/09 Tipco and Suntory tackle new Asian drinks markets Costa Rica coffee exports fall slightly in November Peru exploits new opportunities to sell coffee home and abroad Price-leading US firm cuts cost of Folgers coffee products ,12/8/08,0.9823
432,2008,12,9,Title,Liffe launching first cleared OTC products for soft commodities Brazil raises official coffee crop forecast ,12/9/08,1.0223
433,2008,12,10,Title,"Milk product prices, December 10 Tata opts for joint venture to sell branded coffee in Russia ",12/10/08,1.0229
434,2008,12,11,Title,Tipco moves deeper into Asian markets UK children turning to juice and 'no added sugar' drinks Burundi coffee output was less than half predicted volume Indonesia applies geographical label to Bali coffee ,12/11/08,1.038
435,2008,12,12,Title,El Salvador coffee exports dropped in November Financial turmoil helps weaken Burundi tea prices ,12/12/08,1.0565
436,2008,12,14,Title,Coffee revenue down Tata mulls Russian branded coffee venture Coffee earnings gain Cloves market sees very cautious buying Bearish news filters through to buyers Demand fears put coffee contract at new low Charts Liffe makes its soft commodity OTC plan clear Vietnam's first commodity bourse trades coffee Peru opens up new markets for its coffee World output will be higher: ICO ,12/14/08,1.0565
437,2008,12,15,Title,Decline in Indian arabica exports this season Merrill sees strong index reweighting effect for agriculture ,12/15/08,1.0506
438,2008,12,16,Title,Vietnamese farmers may slow coffee sales Clearing of agricultural swaps allowed for first time in US ,12/16/08,1.05
439,2008,12,17,Title,"Milk product prices, December 17 ",12/17/08,1.0455
440,2008,12,19,Title,Ivorian cocoa stocks higher at end of last season Mexican coffee shipments decline ,12/19/08,1.0599
441,2008,12,21,Title,Sumatran coffee fall Agricultural commodity swaps will debut in US Outside factors give bullish cocoa strength Ivorian farmgate cocoa prices cruise upwards Vietnamese farmers hold stocks Poor arrivals slow trade in arabica beans Index changes offer speculative openings ,12/21/08,1.0599
442,2008,12,22,Title,Ethiopian coffee production expected to fall ,12/22/08,1.0409
443,2008,12,23,Title,Guatemala revises down coffee export forecast Lampung anticipates lower coffee stocks Vietnam estimates drop in coffee exports ,12/23/08,1.0184
444,2009,1,5,Title,Global shortages boost Uganda coffee earnings ,1/5/09,1.0105
445,2009,1,6,Title,Increase in Brazilian coffee exports last month Central American countries see decline in coffee exports (Update) ,1/6/09,1.0219
446,2009,1,7,Title,"Milk product prices, January 7 Analyst expects tight coffee market from next year ",1/7/09,1.0219
447,2009,1,8,Title,Conab makes 2009/10 Brazil coffee output forecast Rwanda expects leap in coffee output and income ,1/8/09,1.0761
448,2009,1,9,Title,Peru records massive leap in coffee exports Arabica hits three month peak in New York Sumatran coffee exports saw big increase last year Romanian dairy farmers picket border crossings ,1/9/09,1.0697
449,2009,1,11,Title,Brazil coffee forecast Strong export sales to China help lift canola Bigger coffee harvest Rwanda expects boost in coffee output Analyst expects tighter world coffee market Uganda gains from lack of stocks ,1/11/09,1.0697
450,2009,1,12,Title,Ethiopia aims to double coffee production ,1/12/09,1.1002
451,2009,1,13,Title,ICO predicts coffee market shortfall in 2009/10 Drop in Kenyan coffee auction sales last year Mixed fortunes for Central American coffee exporters ,1/13/09,1.0822
452,2009,1,14,Title,"Romanian dairy farmers picket border crossings Milk product prices, January 14 Indian robusta exports set to rise this year Cameroon cocoa farmers expect good crop ",1/14/09,1.0758
453,2009,1,16,Title,Decline in Nicaraguan coffee shipments in December Rise in Cameroon's December cocoa exports Jump in Indonesian coffee exports last year Burundi's boosts tea earnings due to better quality ,1/16/09,1.0704
454,2009,1,18,Title,Slip in robusta sales Higher coffee exports Bearish report weakens corn and soya values Charts Rabobank remains confident over agri demand Ethiopia plans to double its coffee output Coffee market heading for deficit Good weather could boost Cameroon output ,1/18/09,1.0704
455,2009,1,19,Title,Boost in Ugandan coffee shipments Honduran coffee exports threatened by smuggling Indonesian exchange to start CPO physical trade later this year ,1/19/09,1.0704
456,2009,1,20,Title,China set to become net coffee importer this year Agricultural commodities viewed as strong performers in 2009 ,1/20/09,1.0884
457,2009,1,21,Title,"Milk product prices, January 21 ",1/21/09,1.0843
458,2009,1,23,Title,Philippines coffee sector agrees partnership with Nestle Cameroon cocoa processor buying more beans ,1/23/09,1.1121
459,2009,1,25,Title,Coffee demand up Vietnam coffee sales Price rebound seen CHARTS Rampant speculative buying lifts sugar values Smuggling puts Honduran industry in the mire Indonesia fights back after steep fall in exports Tanzania scales back crop amid economic woe Indonesia makes CPO progress ,1/25/09,1.1121
460,2009,1,27,Title,Caterpillars spark state of emergency in Liberia Lower Colombian coffee sales raise supply concerns Ethiopia to investigate coffee disappearance Ethiopia imports Brazilian sugar to meet rising demand ,1/27/09,1.1313
461,2009,1,28,Title,"Milk product prices, January 28 Rwanda to distribute coffee seedlings ",1/28/09,1.138
462,2009,1,29,Title,Peru forecasts lower coffee production ,1/29/09,1.1495
463,2009,2,1,Title,Rwanda coffee plan Reduced coffee output Further strength foreseen for cocoa futures Falling shipments stoke fears of LatAm deficit Ethiopia to investigate missing coffee cargo ,2/1/09,1.1495
464,2009,2,2,Title,Ethiopian exporters told to sell coffee stocks Cameroon cocoa farmers miss out on better yields Nestle chief believes commodity prices may rebound soon India to lower 2008/09 coffee output forecast ,2/2/09,1.133
465,2009,2,3,Title,DuPont to launch Rynaxypyr in Brazil China's coffee consumption may rise by a fifth Environmentalists aim for certified labelling of sugar ,2/3/09,1.1295
466,2009,2,4,Title,"Milk product prices, February 4 Guatemala records lower coffee exports last month Burundi forecasts higher tea production in 2009 ",2/4/09,1.1263
467,2009,2,5,Title,Liberian pest outbreak may be less harmful than feared Jump in Peru's first quarter coffee exports ,2/5/09,1.1084
468,2009,2,6,Title,Cameroon coffee output down by a third ,2/6/09,1.1122
469,2009,2,8,Title,Lower coffee exports South American rains cool corn/soya prices More coffee demand Nestle: expect commodity bounce Ethiopians told to accept poor state of affairs Untimely rainfall pressures Indian coffee crop ,2/8/09,1.1122
470,2009,2,10,Title,Russian tea imports seen rising during economic crisis Mexican coffee exports down by a third last month ,2/10/09,1.1411
471,2009,2,11,Title,"Milk product prices, February 11 Ivorian farmers threaten new cocoa sector disruption Innocent expands further into Scandinavia ",2/11/09,1.1191
472,2009,2,12,Title,EAFCA delegates expect African arabica export decline Seized coffee still being held in Indonesia ,2/12/09,1.0929
473,2009,2,13,Title,Greek division of Nestle fined for unfair coffee pricing Coffee players insist demand is holding up amid glooom Increase in Mexican coffee output forecast Burundi coffee output could drop by half ,2/13/09,1.0588
474,2009,2,15,Title,Weather Harvest uncertainty supports soyabean values people and places Olam resilient in the face of challenging period EAFCA attendees expect sales fall Coffee sector insists use is on upward path Indonesian beans remain stuck in warehouse Ivorian inputs row puts bean supply at risk Russian tea consumption will benefit from economic crisis ,2/15/09,1.0588
475,2009,3,24,Title,Increase expected in Vietnam coffee shipments ,3/24/09,1.0672
476,2009,3,25,Title,"Starbucks launches 'super-premium' ice cream line Coffee market likely to remain tight says official Milk product prices, March 25 Indonesia could miss coffee output estimate Ethiopia to confiscate and sell hoarded coffee Starbucks launches super-premium ice cream line ",3/25/09,1.0652
477,2009,3,27,Title,Vietnam's 2008 rice and coffee output revised up Slight reduction in Cameroon cocoa prices Decline in El Salvador coffee output this season Californian drinks maker rolls out new organic blends ,3/27/09,1.07
478,2009,3,29,Title,Hoarded coffee seized Weather Charts Higher coffee exports ICO sees deficit fuelling price rise Cameroon on track to raise cocoa profile Survey shows US consuming coffee at home Tight supplies may lift arabica values by a third Cocoa lacks power to lock in five-week high ,3/29/09,1.07
479,2009,3,30,Title,Low coffee prices could hit Mexican production ,3/30/09,1.0567
480,2009,4,1,Title,"Tanzania may produce more coffee than expected Milk product prices, April 1 ",4/1/09,1.0704
481,2009,4,3,Title,Costa Rica coffee exports down in March Fall in Ecuador's January coffee exports ,4/3/09,1.0663
482,2009,4,5,Title,Drop in coffee exports People and places Singapore eyes move into palm oil futures Energy weakness takes sugar market down Coffee shipments up Recession threatens Mexican coffee output Tanzanian production could exceed forecasts ,4/5/09,1.0663
483,2009,4,6,Title,Folgers raises Colombian coffee price Uganda revises down coffee production forecast ,4/6/09,1.0738
484,2009,4,7,Title,Higher output forecast from Brazilian robusta state ,4/7/09,1.0675
485,2009,4,8,Title,"Milk product prices, April 8 China to invest in Kenyan macadamias Brazil coffee output could be higher on good weather Higher Brazilian robusta output expected ",4/8/09,1.0675
486,2009,4,9,Title,Vietnam expects steady coffee exports ,4/9/09,1.0754
487,2009,4,12,Title,Weather Tight old crop supplies assist soya advance Brazil could beat output estimate if rains persist Trading briefs Less leaves make for a stronger brew More Brazil robusta Ugandan production will not meet forecast ,4/12/09,1.0754
488,2009,4,14,Title,NMCE talks with potential foreign and local investors Ethiopian firm signs $300m tea estate deal Vietnam coffee farmers boost sales as prices rise Cameroon cocoa crop quality on the road to improvement ,4/14/09,1.0754
489,2009,4,15,Title,"Milk product prices, April 15 Smuggling hampers Honduras 2008/09 coffee exports ",4/15/09,1.0647
490,2009,4,16,Title,ICO revises down 2008/09 world coffee output ,4/16/09,1.0658
491,2009,4,17,Title,Ugandan cocoa sector continues to grow Indonesia likely to see coffee exports drop Nicaraguan coffee exports drop by a quarter ,4/17/09,1.0591
492,2009,4,19,Title,Coffee production leap Coffee exports down Charts Ethanol slowdown exacerbates corn losses ICO trims view of global coffee production Coffee sales starting to wake up in Vietnam Honduras blames smuggling for lower exports NMCE holds far-reaching talks to sell stake ,4/19/09,1.0591
493,2009,4,20,Title,Wet weather could hurt Indonesian coffee output Cameroon ships more cocoa overseas ,4/20/09,1.0385
494,2009,4,21,Title,ICE US Review: Weaker US dollar supports cocoa Ivory Coast to produce 1m tonnes of cocoa ,4/21/09,1.0286
495,2009,4,22,Title,"BASF gets Costa Rican epoxiconazole combo OKs ICE US Review: Sugar stronger, but range-bound Milk product prices, April 22 Uganda can reach coffee export target says UCDA ",4/22/09,1.0355
496,2009,4,23,Title,ICE US Review: Coffee higher on Colombian truckers strike Colombian truckers' strike spurs arabica values ,4/23/09,1.0527
497,2009,4,24,Title,ICE US Review: Cocoa consolidates slightly lower Weather and violence cut vanilla production Sao Paulo announces coffee price guarantee Vietnam sees surge in coffee exports Burundi records sharp rise in tea export earnings ,4/24/09,1.0716
498,2009,4,26,Title,Colombian truck strike final straw for ICE coffee Rain damages Indonesian hopes Ivorians turn to stocks to keep sales rolling High exports suggest Cameroon will hit goal Wet weather trims Vietnam's coffee costs Ugandan coffee gains Shaky feed demand pushes corn yet lower Weather ,4/26/09,1.0716
499,2009,4,27,Title,ICE US Review: Cocoa drops as Ivorian supplies rise TGE sets up indexes based on ag futures contracts Madagascar anticipates fall in vanilla output and exports Brazil adds $251m to coffee farmer loan fund ,4/27/09,1.0797
500,2009,4,28,Title,ICE US Review: Cocoa climbs on US dollar drop Vietnam coffee exports up by a fifth ,4/28/09,1.0571
501,2009,4,29,Title,"ICE US Review:  US dollar drop fails to ignite cocoa Indonesian cocoa and coffee prices could fall further Milk product prices, April 29 Indian coffee exports likely to drop in second quarter Colombian strike slows coffee arrivals Drought and powercuts cut Nepalese tea output ",4/29/09,1.0517
502,2009,4,30,Title,Strong rupiah hits Indonesia Good flow of Vietnam coffee Cash-strapped UK sticks with ethical view Coffee funding boost Drier weather impact Rise in coffee arrivals Failure to deliver Trading briefs Flu outbreak removes earlier gains in canola ,4/30/09,1.0522
503,2009,5,1,Title,ICE US Review:  Cocoa moves to seven-week lows Brazil raises minimum farmgate coffee prices ,5/1/09,1.0477
504,2009,5,4,Title,ICE US Review: Rains spur selling in cocoa ,5/4/09,1.0477
505,2009,5,5,Title,ICE US Review: Cocoa moves up on short covering Swine flu keeping Mexican coffee workers on farms Guatemalan coffee exports down in April Irish co-op caught in credit and prices squeeze ,5/5/09,1.0846
506,2009,5,6,Title,"Regulatory approval for Arla's Nijkerk purchase QMP hopes cream of art world rises to the Top ICE US Review: Cocoa weakens as demand keeps sputtering Milk product prices, May 6 Regulatory approval for Arla's Nijkerk purchase ",5/6/09,1.1221
507,2009,5,7,Title,Coffee exports down Private coffee sector Speculation heats up in primed sugar market Weather Weak sales behind Fortis cocoa deficit cut Indian coffee exports lag previous year's pace Mexican flu encourages return to coffee sector ICE US Review: Oversold ideas lift cocoa Dutch plant to close in RFC production shake-up Burundi set to liberalise its coffee sector Fortis revises cocoa and coffee forecasts Brazil to pay up to a quarter more for coffee ,5/7/09,1.13
508,2009,5,8,Title,ICE US Review: Weak US dollar lifts cocoa Dutch dairy plant to close next year Mexican coffee export volume rises in April Peru's coffee production down by a third this year ,5/8/09,1.132
509,2009,5,11,Title,"ICE US Review: Cocoa falls as equities drop, dlr climbs Colombian truckers end strike action Cameroon on course for record cocoa output ICE owner shows little interest in adding to ag range ",5/11/09,1.1494
510,2009,5,12,Title,ICE US Review: Demand drop-off humbles cocoa ICO lowers world coffee production estimate ,5/12/09,1.1743
511,2009,5,13,Title,"FrieslandCampina to close Oud Gastel plant Dairy plant closure ICE US Review: Cocoa continues downward trek Milk product prices, May 13 Colombian coffee output may recover next year El Salvador coffee shipments fall by a quarter ",5/13/09,1.1802
512,2009,5,14,Title,Recession-resilient ag commodities protect Olam ,5/14/09,1.1606
513,2009,5,31,Title,Centam coffee sales Paulig builds in Russia Crude gains attract speculators into sugar Colombia bean imports for locals Ethiopia to top sesame rivals USDA holds doubts over new Vietnam crop Deficit may push coffee prices into new season SICOM inks deal to work with ag exchange ,5/31/09,1.1606
514,2009,6,1,Title,ICE US Review: Weak US$ lifts softs markets Official expects lower coffee output from Colombia ,6/1/09,1.2549
515,2009,6,2,Title,ICE US Review: Profit-taking trims coffee's gains USDA expects 15% fall in Brazil coffee output ,6/2/09,1.2944
516,2009,6,3,Title,"Bayer debuts Sphere Max on Brazil’s soybeans ICE US Review: Coffee falls on profit-taking Milk product prices, June 3 ",6/3/09,1.2955
517,2009,6,4,Title,ICE US Review: Coffee rebounds as US$ softens ICO chief says coffee demand could slow this year Decline in coffee exports from Central America Barry Callebaut buys top European instant drinks firm ,6/4/09,1.2711
518,2009,6,5,Title,ICE US Review: Coffee slides on profit-taking Big rise in Sumatran coffee shipments last month Head of Nestle Brazil tips price of key commodities to rise Increase in Japanese coffee stocks Colombian coffee output may still beat forecasts ,6/5/09,1.2636
